model,noise_level,model_seed,checkpoint_epoch,split,segment,target,n_positions,macro_candidate_auc,pooled_candidate_auc,valid_invalid_pairwise_win_rate,top1_valid_filling_accuracy,tie_aware_top1_accuracy,mrr_first_valid_filling,mean_valid_minus_invalid_logit_margin,random_choice_reference,macro_candidate_auc_ci_lo,macro_candidate_auc_ci_hi,top1_valid_filling_accuracy_ci_lo,top1_valid_filling_accuracy_ci_hi,bootstrap_clusters,bootstrap_replicates,excluded_empty_target_positions,excluded_all_valid_positions,source_file
bert_lora,0.3,9950,20,test,destroy_compliance,mixed,7082,0.9261497875934585,0.8712879745363825,0.9261497875934585,0.929680881107032,0.9303162948319684,0.9499987892291024,0.2741808078451141,0.6079171463949775,0.922035470287596,0.9302461010197977,0.9236304226874542,0.9350867942911898,2476,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/bert_lora_pi0p3_s9950_4e1288c85a/hole_repair_metrics_test.csv
bert_lora,0.3,9950,20,test,preserve_base_label,mixed,38941,0.9605238038542268,0.8932484465368594,0.9605238038542268,0.9813820908553966,0.9814527105107728,0.9886723770347602,0.3642824561517651,0.7783244079307355,0.958774107959923,0.962347499699152,0.9798349967416244,0.9827847853026662,9489,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/bert_lora_pi0p3_s9950_4e1288c85a/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,all_targets,mixed,77882,1.0,0.9999996396463368,1.0,1.0,1.0,1.0,17.196054637470365,0.5,1.0,1.0,1.0,1.0,9489,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,target_0,0,38941,1.0,1.0,1.0,1.0,1.0,1.0,17.196054637470365,0.8175770840699836,1.0,1.0,1.0,1.0,9489,1000,51258.0,109801.0,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,target_1,1,38941,1.0,1.0,1.0,1.0,1.0,1.0,17.196054637470365,0.1824229159300164,1.0,1.0,1.0,1.0,9489,1000,109801.0,51258.0,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,create_compliance,mixed,31859,1.0,1.0,1.0,1.0,1.0,1.0,17.199289102930596,0.1358171945133243,1.0,1.0,1.0,1.0,7013,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,destroy_compliance,mixed,7082,1.0,1.0,1.0,1.0,1.0,1.0,17.18150411006321,0.6079171463949775,1.0,1.0,1.0,1.0,2476,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.0,9950,13,test,preserve_base_label,mixed,38941,1.0,0.999999591804984,1.0,1.0,1.0,1.0,17.196054637470365,0.7783244079307355,1.0,1.0,1.0,1.0,9489,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p0_s9950_a812819abb/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,all_targets,mixed,77882,0.9997342259424316,0.9994828949039836,0.9997342259424316,0.9997817210652012,0.999783861054758,0.9998450448847525,0.7596804841967146,0.5,0.9995694411877284,0.999874322276104,0.999640621332956,0.9999094978747792,9489,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,target_0,0,38941,0.999734225942432,0.9998132065345589,0.999734225942432,0.9997175213784956,0.9997218013576094,0.9998317968208316,0.7596804841967146,0.8175770840699836,0.9995630772563634,0.9998695004720284,0.999513193418949,0.9998967958297444,9489,1000,51258.0,109801.0,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,target_1,1,38941,0.999734225942432,0.9998132065345586,0.999734225942432,0.9998459207519068,0.9998459207519068,0.9998582929486732,0.7596804841967146,0.1824229159300164,0.9995569436529352,0.9998757640203068,0.9997168516997176,0.9999486821898356,9489,1000,109801.0,51258.0,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,create_compliance,mixed,31859,0.9997349184631036,0.9998585142393444,0.9997349184631036,0.999811670171694,0.999811670171694,0.9998267926085026,0.7595580188672273,0.1358171945133243,0.9995552538728466,0.9998870547007228,0.9996524436871292,0.9999374083618762,7013,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,destroy_compliance,mixed,7082,0.99973111057727,0.9997430333450104,0.99973111057727,0.9995763908500424,0.9995763908500424,0.9997175939000282,0.760231405254627,0.6079171463949775,0.9992825825455988,1.0,0.9988725963379824,1.0,2476,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
llama_lora,0.3,9950,5,test,preserve_base_label,mixed,38941,0.999734225942432,0.999630175114704,0.999734225942432,0.9997945610025424,0.999798840981656,0.999883156570196,0.7596804841967146,0.7783244079307355,0.9995685976146202,0.9998705658445384,0.9996153463890378,0.9999481410448824,9489,1000,,,/fp/homes01/u01/ec-michelec/LLMSeq-FOX/results/oc_hole_audit/runs/evaluation/llama_lora_pi0p3_s9950_91ca191f42/hole_repair_metrics_test.csv
